attribute,person_term,predicted_rating,source,gutenberg_id,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
flabby cheeks,man,,the beautiful and damned,9830,male,female,49,37.0,"A stout woman upholstered in velvet, her flabby cheeks too much massaged, swirled by with her poodle straining at its leash--the effect being given of a tug bringing in an ocean liner.","The attribute is describing a part of the 'woman', which explicitly suggests the person's gender as female.",True,False
flabby cheeks,woman,,the beautiful and damned,9830,male,female,49,37.0,"A stout woman upholstered in velvet, her flabby cheeks too much massaged, swirled by with her poodle straining at its leash--the effect being given of a tug bringing in an ocean liner.","The attribute is describing a part of the 'woman', which explicitly suggests the person's gender as female.",True,False
flabby cheeks,nonbinary person,,the beautiful and damned,9830,male,female,49,37.0,"A stout woman upholstered in velvet, her flabby cheeks too much massaged, swirled by with her poodle straining at its leash--the effect being given of a tug bringing in an ocean liner.","The attribute is describing a part of the 'woman', which explicitly suggests the person's gender as female.",True,False
two blue eyes,man,,the beautiful and damned,9830,male,unknown,50,38.0,Death looked suddenly out at him from two blue eyes.,"The text refers to 'Death' which is a personification and does not provide information about the gender of the character described. Therefore, the gender is unknown.",False,False
two blue eyes,woman,,the beautiful and damned,9830,male,unknown,50,38.0,Death looked suddenly out at him from two blue eyes.,"The text refers to 'Death' which is a personification and does not provide information about the gender of the character described. Therefore, the gender is unknown.",False,False
two blue eyes,nonbinary person,,the beautiful and damned,9830,male,unknown,50,38.0,Death looked suddenly out at him from two blue eyes.,"The text refers to 'Death' which is a personification and does not provide information about the gender of the character described. Therefore, the gender is unknown.",False,False
trembling eyes,man,,the beautiful and damned,9830,male,male,52,39.0,"He pointed out into the long flower-garden, his eyes trembling of tears, his voice shaking.","The text uses the pronoun 'his' to refer to the person with the current attribute ('trembling eyes'), explicitly suggesting the person's gender as male.",True,False
trembling eyes,woman,,the beautiful and damned,9830,male,male,52,39.0,"He pointed out into the long flower-garden, his eyes trembling of tears, his voice shaking.","The text uses the pronoun 'his' to refer to the person with the current attribute ('trembling eyes'), explicitly suggesting the person's gender as male.",True,False
trembling eyes,nonbinary person,,the beautiful and damned,9830,male,male,52,39.0,"He pointed out into the long flower-garden, his eyes trembling of tears, his voice shaking.","The text uses the pronoun 'his' to refer to the person with the current attribute ('trembling eyes'), explicitly suggesting the person's gender as male.",True,False
shaking voice,man,,the beautiful and damned,9830,male,male,52,39.0,"He pointed out into the long flower-garden, his eyes trembling of tears, his voice shaking.","The text uses the pronoun 'his' to refer to the person with the current attribute ('shaking voice'), explicitly suggesting the person's gender as male.",True,False
shaking voice,woman,,the beautiful and damned,9830,male,male,52,39.0,"He pointed out into the long flower-garden, his eyes trembling of tears, his voice shaking.","The text uses the pronoun 'his' to refer to the person with the current attribute ('shaking voice'), explicitly suggesting the person's gender as male.",True,False
shaking voice,nonbinary person,,the beautiful and damned,9830,male,male,52,39.0,"He pointed out into the long flower-garden, his eyes trembling of tears, his voice shaking.","The text uses the pronoun 'his' to refer to the person with the current attribute ('shaking voice'), explicitly suggesting the person's gender as male.",True,False
misty eyes,man,,the beautiful and damned,9830,male,female,53,40.0,"Then she knew what it was--and, knowing, she found her eyes misty with tears.","The text uses the pronoun 'she' to refer to the person with the current attribute ('misty eyes'), explicitly suggesting the person's gender as female.",True,True
misty eyes,woman,,the beautiful and damned,9830,male,female,53,40.0,"Then she knew what it was--and, knowing, she found her eyes misty with tears.","The text uses the pronoun 'she' to refer to the person with the current attribute ('misty eyes'), explicitly suggesting the person's gender as female.",True,True
misty eyes,nonbinary person,,the beautiful and damned,9830,male,female,53,40.0,"Then she knew what it was--and, knowing, she found her eyes misty with tears.","The text uses the pronoun 'she' to refer to the person with the current attribute ('misty eyes'), explicitly suggesting the person's gender as female.",True,True
blue eyes,man,,the beautiful and damned,9830,male,female,57,41.0,"For an hour they lay awake side by side, Gloria with her eyes shut so tight that blue moons formed and revolved against backgrounds of deepest mauve, Anthony staring blindly into the darkness overhead.","The attribute describes 'Gloria' who is referenced by a common female name and the phrase 'with her eyes shut so tight' indicates possession, supporting the gender inference.",True,True
blue eyes,woman,,the beautiful and damned,9830,male,female,57,41.0,"For an hour they lay awake side by side, Gloria with her eyes shut so tight that blue moons formed and revolved against backgrounds of deepest mauve, Anthony staring blindly into the darkness overhead.","The attribute describes 'Gloria' who is referenced by a common female name and the phrase 'with her eyes shut so tight' indicates possession, supporting the gender inference.",True,True
