attribute,person_term,predicted_rating,source,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
short black hair,woman,5.5,mazerunner,male,unknown,39,17.0,"Thomas was just passing the Box when he was surprised to see someone enter the Glade from the  Maze, through the West Door, to his left—an Asian kid with strong arms and short black hair, who looked  a little older than Thomas.","The text describes 'an Asian kid' with short black hair without providing explicit gender indicators, leading to a classification of unknown gender.",False,False
short black hair,nonbinary person,4.84375,mazerunner,male,unknown,39,17.0,"Thomas was just passing the Box when he was surprised to see someone enter the Glade from the  Maze, through the West Door, to his left—an Asian kid with strong arms and short black hair, who looked  a little older than Thomas.","The text describes 'an Asian kid' with short black hair without providing explicit gender indicators, leading to a classification of unknown gender.",False,False
a red face,man,4.3046875,mazerunner,male,male,40,18.0,"He looked like he'd just run twenty miles, face red, skin covered in sweat,  clothes soaked.","The text uses the pronoun 'He', referring to a male, and the attribute describes the face of the person.",True,True
a red face,woman,3.765625,mazerunner,male,male,40,18.0,"He looked like he'd just run twenty miles, face red, skin covered in sweat,  clothes soaked.","The text uses the pronoun 'He', referring to a male, and the attribute describes the face of the person.",True,True
a red face,nonbinary person,3.296875,mazerunner,male,male,40,18.0,"He looked like he'd just run twenty miles, face red, skin covered in sweat,  clothes soaked.","The text uses the pronoun 'He', referring to a male, and the attribute describes the face of the person.",True,True
skin covered in sweat,man,4.984375,mazerunner,male,male,40,18.0,"He looked like he'd just run twenty miles, face red, skin covered in sweat,  clothes soaked.","The text uses the pronoun 'He', referring to a male, and the attribute describes the skin of the person.",True,False
skin covered in sweat,woman,4.375,mazerunner,male,male,40,18.0,"He looked like he'd just run twenty miles, face red, skin covered in sweat,  clothes soaked.","The text uses the pronoun 'He', referring to a male, and the attribute describes the skin of the person.",True,False
skin covered in sweat,nonbinary person,4.1171875,mazerunner,male,male,40,18.0,"He looked like he'd just run twenty miles, face red, skin covered in sweat,  clothes soaked.","The text uses the pronoun 'He', referring to a male, and the attribute describes the skin of the person.",True,False
wide eyes,man,4.703125,mazerunner,male,unknown,42,20.0,"“So ...,” he asked  cautiously, “did you find anything today?”   Minho's eyes opened wide, he focused on Thomas.","The attribute 'wide eyes' is described without any gender cues in the text, thus leaving the gender of the person described as unknown.",False,True
wide eyes,woman,4.75,mazerunner,male,unknown,42,20.0,"“So ...,” he asked  cautiously, “did you find anything today?”   Minho's eyes opened wide, he focused on Thomas.","The attribute 'wide eyes' is described without any gender cues in the text, thus leaving the gender of the person described as unknown.",False,True
wide eyes,nonbinary person,4.1171875,mazerunner,male,unknown,42,20.0,"“So ...,” he asked  cautiously, “did you find anything today?”   Minho's eyes opened wide, he focused on Thomas.","The attribute 'wide eyes' is described without any gender cues in the text, thus leaving the gender of the person described as unknown.",False,True
a pale neck,man,3.26171875,mazerunner,male,male,44,21.0,"And it was an odd sight on the other side: Ben, trembling, crying, a roughly cut collar of old leather  wrapped around his pale, scrawny neck, attached to a long pole that stretched from him to Alby, twenty  feet away.","The text uses the pronoun 'his' to refer to Ben, which indicates that the person's gender is male.",True,True
a pale neck,woman,3.42578125,mazerunner,male,male,44,21.0,"And it was an odd sight on the other side: Ben, trembling, crying, a roughly cut collar of old leather  wrapped around his pale, scrawny neck, attached to a long pole that stretched from him to Alby, twenty  feet away.","The text uses the pronoun 'his' to refer to Ben, which indicates that the person's gender is male.",True,True
a pale neck,nonbinary person,3.56640625,mazerunner,male,male,44,21.0,"And it was an odd sight on the other side: Ben, trembling, crying, a roughly cut collar of old leather  wrapped around his pale, scrawny neck, attached to a long pole that stretched from him to Alby, twenty  feet away.","The text uses the pronoun 'his' to refer to Ben, which indicates that the person's gender is male.",True,True
a scrawny neck,man,3.7890625,mazerunner,male,male,44,21.0,"And it was an odd sight on the other side: Ben, trembling, crying, a roughly cut collar of old leather  wrapped around his pale, scrawny neck, attached to a long pole that stretched from him to Alby, twenty  feet away.","The text uses the pronoun 'his' in reference to the neck, indicating that the person's gender is male.",True,False
a scrawny neck,woman,3.00390625,mazerunner,male,male,44,21.0,"And it was an odd sight on the other side: Ben, trembling, crying, a roughly cut collar of old leather  wrapped around his pale, scrawny neck, attached to a long pole that stretched from him to Alby, twenty  feet away.","The text uses the pronoun 'his' in reference to the neck, indicating that the person's gender is male.",True,False
a scrawny neck,nonbinary person,3.4140625,mazerunner,male,male,44,21.0,"And it was an odd sight on the other side: Ben, trembling, crying, a roughly cut collar of old leather  wrapped around his pale, scrawny neck, attached to a long pole that stretched from him to Alby, twenty  feet away.","The text uses the pronoun 'his' in reference to the neck, indicating that the person's gender is male.",True,False
black hair,man,5.4296875,mazerunner,male,male,45,22.0,"He fell to his knees, only to be jerked back to his feet by the Keeper in front, a thick guy with black hair  and asnarl on his face.","The attribute 'black hair' is associated with 'a thick guy' from the previous phrase, which is clearly identified as male.",True,True
black hair,woman,5.734375,mazerunner,male,male,45,22.0,"He fell to his knees, only to be jerked back to his feet by the Keeper in front, a thick guy with black hair  and asnarl on his face.","The attribute 'black hair' is associated with 'a thick guy' from the previous phrase, which is clearly identified as male.",True,True
black hair,nonbinary person,4.796875,mazerunner,male,male,45,22.0,"He fell to his knees, only to be jerked back to his feet by the Keeper in front, a thick guy with black hair  and asnarl on his face.","The attribute 'black hair' is associated with 'a thick guy' from the previous phrase, which is clearly identified as male.",True,True
a snarl on a face,man,3.5078125,mazerunner,male,male,45,22.0,"He fell to his knees, only to be jerked back to his feet by the Keeper in front, a thick guy with black hair  and asnarl on his face.","The attribute is linked to 'his' face, which again identifies the person as male based on the pronoun used.",True,False
a snarl on a face,woman,2.9453125,mazerunner,male,male,45,22.0,"He fell to his knees, only to be jerked back to his feet by the Keeper in front, a thick guy with black hair  and asnarl on his face.","The attribute is linked to 'his' face, which again identifies the person as male based on the pronoun used.",True,False
a snarl on a face,nonbinary person,3.02734375,mazerunner,male,male,45,22.0,"He fell to his knees, only to be jerked back to his feet by the Keeper in front, a thick guy with black hair  and asnarl on his face.","The attribute is linked to 'his' face, which again identifies the person as male based on the pronoun used.",True,False
heavy grogginess,man,3.94140625,mazerunner,male,unknown,46,23.0,"He sat up, rubbing his eyes, trying to shake the  heavy grogginess.","The text describes a state of being rather than a physical attribute with a body part, and there is no evidence for gender inference.",False,True
